,Name,Year,Selling_price,Present_price,Km_driven,Fuel_type,Seller_type,Transmission,Owner_type
3860,Hyundai Creta,2017,833001,2650508.0,23000,Petrol,Dealer,Automatic,1
3861,Datsun GO,2015,108001,1563008.0,32686,Petrol,Dealer,Manual,1
3862,Mahindra Xylo,2017,398001,1998008.0,99700,Diesel,Individual,Manual,1
3863,Toyota Fortuner,2019,2898001,5748008.0,5000,Diesel,Individual,Automatic,1
3864,Honda City,2014,448001,2073008.0,49654,Diesel,Dealer,Manual,1
3865,Hyundai Grand,2016,348001,1923008.0,45457,Petrol,Dealer,Manual,1
3866,Hyundai Creta,2017,1058001,2988008.0,39221,Diesel,Dealer,Manual,1
3867,Hyundai i20,2016,458001,2088008.0,48220,Petrol,Dealer,Manual,1
3868,Hyundai i20,2017,498001,2148008.0,11114,Petrol,Dealer,Manual,1
3869,Hyundai Getz,2008,33001,1450508.0,60208,Diesel,Dealer,Manual,1
3870,Volkswagen Vento,2013,273001,1810508.0,80000,Diesel,Dealer,Manual,1
3871,Mercedes-Benz E-Class,2008,593001,2290508.0,98600,Diesel,Dealer,Automatic,1
3872,Audi RS7,2016,8698001,14448008.0,13000,Petrol,Dealer,Automatic,1
3873,Audi Q5,2015,2998001,5898008.0,30000,Diesel,Dealer,Automatic,1
3874,MG Hector,2019,1658001,3888008.0,18000,Petrol,Dealer,Automatic,1
3875,Land Rover,2010,3998001,7398008.0,100000,Diesel,Dealer,Automatic,1
3876,Honda City,2015,648001,2373008.0,58000,Petrol,Dealer,Automatic,1
3877,Mahindra Xylo,2017,383001,1975508.0,85441,Diesel,Dealer,Manual,1
3878,Mahindra Verito,2015,178001,1668008.0,64541,Diesel,Dealer,Manual,1
3879,Maruti Swift,2019,448001,2073008.0,35000,Diesel,Individual,Manual,1
3880,Maruti Swift,2018,398001,1998008.0,30000,Petrol,Individual,Manual,1
3881,Nissan Micra,2017,233000,1750506.5,16267,Petrol,Dealer,Manual,1
3882,Volkswagen Vento,2013,323001,1885508.0,71500,Diesel,Dealer,Manual,1
3883,BMW 5,2019,4598001,8298008.0,12999,Diesel,Dealer,Automatic,1
3884,Chevrolet Aveo,2008,-41999,1338008.0,80000,Petrol,Individual,Manual,1
3885,Maruti Zen,2007,-41999,1338008.0,90000,Petrol,Individual,Manual,2
3886,Chevrolet Spark,2012,-76999,1285508.0,28000,Petrol,Individual,Manual,1
3887,Mahindra Bolero,2015,228001,1743008.0,200000,Diesel,Individual,Manual,1
3888,Hyundai Creta,2017,698001,2448008.0,14700,Petrol,Individual,Manual,1
3889,Maruti Alto,2000,-140999,1189508.0,90000,Petrol,Individual,Manual,2
3890,Maruti Wagon,2017,198001,1698008.0,50000,Petrol,Individual,Manual,1
3891,Hyundai Santro,2009,-51999,1323008.0,100000,Petrol,Individual,Manual,2
3892,Volkswagen Polo,2019,748001,2523008.0,24000,Petrol,Individual,Automatic,1
3893,Tata Indigo,2013,18001,1428008.0,100000,Diesel,Individual,Manual,1
3894,Hyundai Getz,2007,-91999,1263008.0,90000,Petrol,Individual,Manual,1
3895,Tata Bolt,2015,173001,1660508.0,30000,Petrol,Individual,Manual,1
3896,Datsun GO,2017,148001,1623008.0,80000,Petrol,Individual,Manual,1
3897,Hyundai i20,2012,108001,1563008.0,92686,Diesel,Dealer,Manual,2
3898,Tata Indica,2010,111999,1233008.0,300000,Petrol,Individual,Manual,3
3899,Volkswagen Vento,2011,148001,1623008.0,90000,Petrol,Individual,Manual,2
3900,Hyundai Santro,2003,-101999,1248008.0,60000,Petrol,Individual,Manual,1
3901,Mahindra XUV500,2017,1098001,3048008.0,40000,Diesel,Individual,Automatic,1
3902,Maruti Wagon,2004,131999,1203008.0,90000,Petrol,Individual,Manual,3
3903,Chevrolet Sail,2013,23001,1435508.0,80000,Diesel,Individual,Manual,1
3904,Honda City,2002,-56999,1315508.0,100000,Petrol,Individual,Manual,1
3905,Ford EcoSport,2018,728001,2493008.0,20000,Diesel,Individual,Manual,1
3906,Maruti Swift,2019,348001,1923008.0,51000,Petrol,Individual,Manual,1
3907,Maruti Alto,2008,-116999,1225508.0,120000,Petrol,Individual,Manual,2
3908,Hyundai EON,2014,78001,1518008.0,55000,Petrol,Individual,Manual,1
3909,Hyundai EON,2018,158001,1638008.0,6000,Petrol,Individual,Manual,1
3910,Maruti Alto,2011,-51999,1323008.0,40000,Petrol,Individual,Manual,2
3911,Skoda Rapid,2017,698001,2448008.0,15000,Petrol,Individual,Automatic,1
3912,Ambassador CLASSIC,2005,-81999,1278008.0,50000,Diesel,Individual,Manual,2
3913,Fiat Linea,2010,13001,1420508.0,90000,Petrol,Individual,Manual,2
3914,Renault Scala,2013,348001,1923008.0,38500,Diesel,Individual,Manual,1
3915,Tata Nexon,2018,573001,2260508.0,35000,Petrol,Individual,Manual,1
3916,Maruti Gypsy,2001,208000,1713006.5,49359,Petrol,Individual,Manual,3
3917,Maruti 800,2005,-136999,1195508.0,70000,Petrol,Individual,Manual,2
3918,Maruti Wagon,2008,-1999,1398008.0,90000,Petrol,Individual,Manual,2
3919,Maruti Wagon,2010,38001,1458008.0,50000,Petrol,Individual,Manual,2
3920,Toyota Innova,2012,598001,2298008.0,108731,Diesel,Individual,Manual,1
3921,Toyota Innova,2010,198001,1698008.0,120000,Diesel,Individual,Manual,1
3922,Tata Sumo,2016,298001,1848008.0,60000,Diesel,Individual,Manual,1
3923,Mahindra Renault,2007,51999,1323008.0,90000,Diesel,Individual,Manual,3
3924,Toyota Etios,2014,298001,1848008.0,140000,Diesel,Individual,Manual,2
3925,Hyundai EON,2014,118001,1578008.0,80000,Petrol,Individual,Manual,1
3926,Nissan Micra,2013,98001,1548008.0,90000,Diesel,Individual,Manual,1
3927,Renault Lodgy,2017,448001,2073008.0,40000,Diesel,Individual,Manual,1
3928,Maruti Alto,2018,83001,1525508.0,14000,Petrol,Individual,Manual,1
3929,Tata Aria,2012,158001,1638008.0,70000,Diesel,Individual,Manual,2
3930,Honda Accord,2009,248001,1773008.0,55000,Petrol,Individual,Manual,2
3931,Maruti Alto,2011,26999,1360508.0,60000,Petrol,Individual,Manual,3
3932,Chevrolet Cruze,2011,148001,1623008.0,74000,Diesel,Individual,Manual,2
3933,Ford Figo,2020,328001,1893008.0,45000,Diesel,Dealer,Manual,1
3934,Honda City,2017,823001,2635508.0,38000,Diesel,Dealer,Manual,1
3935,Honda BR-V,2017,748001,2523008.0,24000,Diesel,Dealer,Manual,1
3936,Honda WR-V,2017,523001,2185508.0,29976,Petrol,Dealer,Manual,1
3937,Honda City,2017,718000,2478006.5,41000,Petrol,Dealer,Manual,1
3938,Honda Jazz,2018,498001,2148008.0,15000,Diesel,Dealer,Manual,1
3939,Honda Jazz,2017,523001,2185508.0,36000,Diesel,Dealer,Manual,1
3940,Honda BR-V,2017,638001,2358008.0,30646,Petrol,Dealer,Manual,1
3941,Maruti Wagon,2015,163001,1645508.0,23600,Petrol,Dealer,Manual,1
3942,Honda City,2014,463001,2095508.0,71318,Diesel,Dealer,Manual,1
3943,Maruti 800,2003,-151999,1173008.0,78098,Petrol,Individual,Manual,1
3944,Hyundai EON,2014,23001,1435508.0,30000,Petrol,Individual,Manual,1
3945,Hyundai i10,2012,28000,1443006.5,45000,Petrol,Individual,Manual,2
3946,Hyundai Santro,2008,-56999,1315508.0,67000,Petrol,Individual,Manual,1
3947,Ford Figo,2018,422001,2034008.0,14681,Diesel,Dealer,Manual,1
3948,Hyundai Verna,2015,298001,1848008.0,25000,Petrol,Individual,Manual,1
3949,Ford EcoSport,2017,548001,2223008.0,18054,Petrol,Dealer,Manual,1
3950,Honda City,2015,583001,2275508.0,40000,Diesel,Individual,Manual,1
3951,Hyundai i10,2011,23001,1435508.0,30000,Petrol,Individual,Manual,1
3952,Hyundai Xcent,2017,98001,1548008.0,80000,Diesel,Individual,Manual,1
3953,Hyundai i20,2016,478001,2118008.0,20000,Diesel,Individual,Manual,1
3954,Mahindra TUV,2016,498001,2148008.0,40000,Diesel,Individual,Manual,1
3955,Tata Indigo,2011,-21999,1368008.0,120000,Diesel,Individual,Manual,1
3956,Ford Fiesta,2008,68001,1503008.0,120000,Diesel,Individual,Manual,2
3957,Maruti Swift,2010,168001,1653008.0,97000,Petrol,Individual,Manual,2
3958,Mahindra Xylo,2018,898001,2748008.0,70000,Diesel,Individual,Manual,1
3959,Hyundai Accent,2004,-81999,1278008.0,120000,Diesel,Individual,Manual,2
3960,Skoda Rapid,2013,228001,1743008.0,88000,Diesel,Individual,Manual,2
3961,Maruti Swift,2014,348001,1923008.0,38406,Diesel,Dealer,Manual,1
3962,Hyundai Santro,2014,118001,1578008.0,54350,Petrol,Dealer,Manual,1
3963,Maruti Wagon,2015,188001,1683008.0,32260,Petrol,Dealer,Manual,1
3964,Renault Duster,2014,348001,1923008.0,58231,Diesel,Dealer,Manual,1
3965,Maruti Swift,2012,168001,1653008.0,59858,Petrol,Dealer,Manual,1
3966,Maruti Alto,2010,-11999,1383008.0,73350,Petrol,Dealer,Manual,1
3967,Renault Duster,2013,308000,1863006.5,88473,Diesel,Dealer,Manual,1
3968,Honda City,2013,248001,1773008.0,96987,Petrol,Dealer,Manual,1
3969,Mercedes-Benz GLS,2016,5298001,9348008.0,77350,Diesel,Dealer,Automatic,1
3970,Maruti Swift,2015,348001,1923008.0,61187,Diesel,Dealer,Manual,1
3971,Mahindra Xylo,2009,198001,1698008.0,68350,Diesel,Dealer,Manual,1
3972,Ford EcoSport,2015,383001,1975508.0,81150,Diesel,Dealer,Manual,1
3973,Hyundai Grand,2019,298001,1848008.0,30000,Petrol,Individual,Manual,1
3974,Maruti Ciaz,2015,598001,2298008.0,30000,Petrol,Individual,Manual,1
3975,Maruti Swift,2009,63001,1495508.0,120000,Diesel,Individual,Manual,2
3976,Ford Figo,2012,-26999,1360508.0,180000,Diesel,Individual,Manual,1
3977,Fiat Palio,2007,-76999,1285508.0,50000,Petrol,Individual,Manual,2
3978,Tata Manza,2010,-36999,1345508.0,80000,Diesel,Individual,Manual,1
3979,Mahindra Verito,2011,-51999,1323008.0,280000,Diesel,Individual,Manual,1
3980,Hyundai Creta,2015,823001,2635508.0,90000,Diesel,Individual,Manual,2
3981,Toyota Innova,2014,828001,2643008.0,250000,Diesel,Individual,Manual,2
3982,Chevrolet Cruze,2012,178001,1668008.0,90000,Diesel,Individual,Manual,3
3983,Maruti Swift,2010,48001,1473008.0,110000,Diesel,Individual,Manual,3
3984,Maruti Zen,2000,-116999,1225508.0,80000,Petrol,Individual,Manual,2
3985,Fiat Punto,2016,298001,1848008.0,35000,Diesel,Individual,Manual,1
3986,Hyundai EON,2018,148001,1623008.0,15000,Petrol,Individual,Manual,1
3987,Maruti Alto,2010,-11999,1383008.0,52000,Petrol,Individual,Manual,2
3988,Volkswagen Jetta,2009,738001,2508008.0,140000,Diesel,Individual,Manual,1
3989,Maruti Swift,2013,273001,1810508.0,60000,Petrol,Individual,Manual,2
3990,Maruti Alto,2018,98001,1548008.0,17000,Petrol,Individual,Manual,1
3991,Chevrolet Beat,2016,48001,1473008.0,70000,Petrol,Individual,Manual,3
3992,Maruti Zen,2001,108999,1237508.0,97000,Petrol,Individual,Manual,3
3993,Ford Figo,2012,88001,1533008.0,125000,Diesel,Individual,Manual,2
3994,Tata Indica,2010,126999,1210508.0,300000,Petrol,Individual,Manual,3
3995,Mahindra XUV500,2015,798001,2598008.0,120000,Diesel,Individual,Manual,2
3996,Hyundai i20,2015,348001,1923008.0,87000,Diesel,Individual,Manual,1
3997,Fiat Punto,2010,83001,1525508.0,75000,Diesel,Individual,Manual,3
3998,Tata Indigo,2014,38001,1458008.0,60000,Petrol,Individual,Manual,2
3999,Hyundai Creta,2015,648001,2373008.0,25000,Petrol,Individual,Manual,1
4000,Hyundai i20,2016,448001,2073008.0,26000,Petrol,Individual,Manual,1
4001,Maruti Celerio,2017,163001,1645508.0,78000,CNG,Individual,Manual,1
4002,Hyundai i20,2016,448001,2073008.0,26000,Petrol,Individual,Manual,1
4003,Chevrolet Sail,2015,58001,1488008.0,35000,Petrol,Individual,Manual,1
4004,Tata Indigo,2014,48001,1473008.0,100000,Petrol,Individual,Manual,1
4005,Tata New,2007,348001,1923008.0,80000,Petrol,Individual,Manual,2
4006,Maruti Wagon,2004,131999,1203008.0,90000,Petrol,Individual,Manual,3
4007,Chevrolet Sail,2013,23001,1435508.0,80000,Diesel,Individual,Manual,1
4008,Honda City,2002,-56999,1315508.0,100000,Petrol,Individual,Manual,1
4009,Ford EcoSport,2018,728001,2493008.0,20000,Diesel,Individual,Manual,1
4010,Maruti Swift,2019,348001,1923008.0,51000,Petrol,Individual,Manual,1
4011,Maruti Alto,2008,-116999,1225508.0,120000,Petrol,Individual,Manual,2
4012,Hyundai EON,2014,78001,1518008.0,55000,Petrol,Individual,Manual,1
4013,Hyundai EON,2018,158001,1638008.0,6000,Petrol,Individual,Manual,1
4014,Maruti Alto,2011,-51999,1323008.0,40000,Petrol,Individual,Manual,2
4015,Skoda Rapid,2017,698001,2448008.0,15000,Petrol,Individual,Automatic,1
4016,Ambassador CLASSIC,2005,-81999,1278008.0,50000,Diesel,Individual,Manual,2
4017,Fiat Linea,2010,13001,1385508.0,90000,Petrol,Individual,Manual,2
4018,Renault Scala,2013,348001,1888008.0,38500,Diesel,Individual,Manual,1
4019,Tata Nexon,2018,573001,2225508.0,35000,Petrol,Individual,Manual,1
4020,Maruti Gypsy,2001,208000,1678006.5,49359,Petrol,Individual,Manual,3
4021,Maruti 800,2005,-136999,1160508.0,70000,Petrol,Individual,Manual,2
4022,Maruti Wagon,2008,-1999,1363008.0,90000,Petrol,Individual,Manual,2
4023,Maruti Wagon,2010,38001,1423008.0,50000,Petrol,Individual,Manual,2
4024,Toyota Innova,2012,598001,2263008.0,108731,Diesel,Individual,Manual,1
4025,Toyota Innova,2010,198001,1663008.0,120000,Diesel,Individual,Manual,1
4026,Maruti Wagon,2012,28000,1408006.5,40000,Petrol,Individual,Manual,2
4027,Ford Ecosport,2014,378001,1933008.0,120000,Diesel,Individual,Manual,1
4028,Toyota Corolla,2005,26999,1325508.0,100000,Petrol,Individual,Manual,3
4029,Maruti Ritz,2012,48001,1438008.0,110000,Diesel,Individual,Manual,3
4030,Hyundai EON,2014,118001,1543008.0,80000,Petrol,Individual,Manual,1
4031,Nissan Micra,2013,98001,1513008.0,90000,Diesel,Individual,Manual,1
4032,Mahindra TUV,2017,598001,2263008.0,60000,Diesel,Individual,Manual,1
4033,Hyundai Verna,2009,43001,1430508.0,75000,Diesel,Dealer,Automatic,1
4034,Hyundai EON,2018,98001,1513008.0,20000,Petrol,Individual,Manual,1
4035,Hyundai Xcent,2017,148001,1588008.0,80000,Diesel,Individual,Manual,1
4036,Maruti Zen,2006,-131999,1168008.0,105700,Petrol,Individual,Manual,1
4037,Maruti Celerio,2017,229000,1709506.5,14000,Petrol,Dealer,Manual,1
4038,Chevrolet Spark,2010,-121999,1183008.0,70000,Petrol,Individual,Manual,1
4039,Maruti Alto,2019,133001,1565508.0,28000,Petrol,Dealer,Manual,1
4040,Maruti Eeco,2017,148001,1588008.0,51000,Petrol,Dealer,Manual,1
4041,Maruti Alto,2018,113001,1535508.0,56000,Petrol,Dealer,Manual,1
4042,Volkswagen Vento,2019,898001,2713008.0,35000,Diesel,Individual,Automatic,1
4043,Maruti Esteem,2005,-121999,1183008.0,24000,Petrol,Individual,Manual,1
4044,Maruti Alto,2014,83001,1490508.0,64000,Petrol,Dealer,Manual,2
4045,Tata Indigo,2009,101999,1213008.0,120000,Diesel,Individual,Manual,3
4046,Maruti Alto,2011,23001,1400508.0,37091,Petrol,Individual,Manual,1
4047,Volvo XC,2017,4298001,7813008.0,80000,Diesel,Individual,Automatic,1
4048,Maruti Alto,2018,118001,1533008.0,38900,Petrol,Individual,Manual,3
4049,Hyundai Creta,2016,1047001,2926508.0,60000,Diesel,Individual,Manual,3
4050,Maruti Wagon,2008,81999,1233008.0,110000,Petrol,Individual,Manual,3
4051,Volkswagen Vento,2011,-1999,1353008.0,100000,Diesel,Individual,Manual,2
4052,Hyundai Creta,2016,949001,2779508.0,85000,Diesel,Individual,Manual,1
4053,Tata Indica,2012,-81999,1233008.0,140000,Diesel,Individual,Manual,1
4054,Renault KWID,2017,18001,1383008.0,20000,Petrol,Individual,Manual,1
4055,Tata Nexon,2017,548001,2178008.0,15000,Petrol,Individual,Manual,1
4056,Mahindra TUV,2018,582001,2229008.0,40000,Diesel,Individual,Manual,1
4057,Honda Jazz,2017,298001,1803008.0,50000,Petrol,Individual,Manual,1
4058,Hyundai EON,2018,148001,1578008.0,20000,Petrol,Individual,Manual,1
4059,Mahindra XUV500,2018,1198001,3153008.0,50000,Diesel,Individual,Automatic,1
4060,Mahindra Thar,2014,398001,1953008.0,100000,Diesel,Individual,Manual,2
4061,Hyundai Grand,2019,323001,1840508.0,9400,Petrol,Individual,Manual,1
4062,Ford EcoSport,2017,728001,2448008.0,12000,Diesel,Individual,Manual,1
4063,Maruti Eeco,2017,238001,1713008.0,14100,CNG,Dealer,Manual,1
4064,Maruti Celerio,2016,233000,1705506.5,21000,Petrol,Dealer,Manual,1
4065,Hyundai i10,2011,48001,1428008.0,28000,Petrol,Dealer,Manual,1
4066,Maruti Ertiga,2017,738001,2463008.0,35000,Diesel,Dealer,Manual,1
4067,Hyundai Verna,2017,848001,2628008.0,31000,Diesel,Dealer,Automatic,1
4068,Maruti Ertiga,2016,623001,2290508.0,58000,Diesel,Dealer,Manual,1
4069,Maruti Wagon,2012,28000,1398006.5,25000,Petrol,Individual,Manual,1
4070,Hyundai i20,2011,173001,1615508.0,72000,Petrol,Dealer,Manual,1
4071,Maruti Ertiga,2013,438001,2013008.0,89000,Diesel,Dealer,Manual,1
4072,Toyota Innova,2012,598001,2253008.0,160000,Diesel,Dealer,Manual,1
4073,Ford Figo,2012,71999,1248008.0,30000,Petrol,Individual,Manual,3
4074,Hyundai i10,2014,98001,1503008.0,37555,Petrol,Dealer,Manual,1
4075,Maruti Wagon,2018,238001,1713008.0,14000,Petrol,Dealer,Manual,1
4076,Maruti Ertiga,2014,393001,1945508.0,56600,CNG,Dealer,Manual,1
4077,Mahindra Scorpio,2013,248001,1728008.0,110000,Diesel,Individual,Manual,1
4078,Maruti Vitara,2017,488001,2088008.0,50000,Diesel,Individual,Manual,1
4079,Maruti Alto,2019,98001,1503008.0,5000,Petrol,Individual,Manual,1
4080,Chevrolet Sail,2014,-31999,1308008.0,100000,Petrol,Individual,Manual,2
4081,Toyota Etios,2012,78001,1473008.0,120000,Diesel,Individual,Manual,1
4082,Maruti Swift,2009,18001,1383008.0,67580,Petrol,Individual,Manual,2
4083,Hyundai Santro,2009,61999,1263008.0,100000,Petrol,Individual,Manual,3
4084,Maruti Esteem,2004,-156999,1120508.0,60000,Petrol,Individual,Manual,1
4085,Ford Figo,2014,-1999,1353008.0,125000,Diesel,Individual,Manual,2
4086,Mahindra Scorpio,2008,123001,1540508.0,120000,Diesel,Individual,Manual,2
4087,Hyundai Verna,2010,98001,1503008.0,130000,Diesel,Individual,Manual,2
4088,Maruti 800,2009,-81999,1233008.0,250000,Petrol,Individual,Manual,2
4089,Hyundai Creta,2016,333001,1855508.0,52600,Diesel,Individual,Manual,1
4090,Honda City,2014,318001,1833008.0,82000,Diesel,Individual,Manual,1
4091,Hyundai Grand,2017,348001,1878008.0,19890,Petrol,Dealer,Automatic,1
4092,Mahindra Verito,2015,78001,1473008.0,40000,Diesel,Individual,Manual,1
4093,Nissan Sunny,2013,23001,1390508.0,78000,Diesel,Dealer,Manual,1
4094,Ford EcoSport,2015,548001,2178008.0,48238,Petrol,Dealer,Automatic,1
4095,Hyundai i20,2016,333001,1855508.0,38365,Petrol,Dealer,Manual,1
4096,Mahindra XUV500,2016,1048001,2928008.0,23670,Diesel,Dealer,Manual,1
4097,Maruti Baleno,2017,448001,2028008.0,49834,Petrol,Dealer,Manual,1
4098,Honda Brio,2013,93001,1495508.0,57353,Petrol,Dealer,Manual,1
4099,Maruti Swift,2015,278001,1773008.0,68308,Diesel,Dealer,Manual,1
4100,Honda City,2015,373001,1915508.0,63240,Diesel,Dealer,Manual,1
4101,Mahindra Scorpio,2016,308000,1818006.5,60000,Diesel,Individual,Manual,1
4102,Maruti Alto,2008,-132999,1156508.0,100000,Petrol,Individual,Manual,1
4103,Tata Manza,2013,-1999,1353008.0,60000,Petrol,Individual,Manual,1
4104,Toyota Innova,2012,247001,1726508.0,90000,Diesel,Individual,Manual,1
4105,Tata Harrier,2020,224001,1692008.0,1000,Diesel,Individual,Manual,1
4106,Ford Ecosport,2017,448001,2028008.0,6000,Petrol,Individual,Manual,1
4107,Tata Tiago,2017,58001,1443008.0,50000,Diesel,Individual,Manual,1
4108,Mahindra Bolero,2015,93001,1495508.0,90000,Diesel,Individual,Manual,3
4109,Maruti Eeco,2017,58001,1443008.0,30000,Petrol,Dealer,Manual,1
4110,Tata Indica,2012,-81999,1233008.0,140000,Diesel,Individual,Manual,1
4111,Hyundai Verna,2007,-46999,1285508.0,65000,Petrol,Dealer,Manual,1
4112,Honda Jazz,2015,248001,1728008.0,38000,Diesel,Individual,Manual,1
4113,Tata New,2012,118001,1533008.0,80000,Diesel,Individual,Manual,1
4114,Hyundai Verna,2007,-78999,1237508.0,50000,Petrol,Individual,Manual,2
4115,Hyundai Santro,2006,-121999,1173008.0,110000,Petrol,Individual,Manual,1
4116,Maruti SX4,2012,18001,1383008.0,90000,Petrol,Individual,Manual,2
4117,Hyundai i20,2018,448001,2028008.0,37000,Diesel,Dealer,Manual,1
4118,Maruti Alto,2018,83001,1480508.0,30000,Petrol,Dealer,Manual,1
4119,Honda Amaze,2018,523001,2140508.0,26000,Petrol,Dealer,Automatic,1
4120,Tata Indica,2010,-104999,1198508.0,128000,Petrol,Individual,Manual,1
4121,Maruti Ciaz,2016,423001,1990508.0,30000,Petrol,Dealer,Manual,1
4122,Hyundai i20,2016,348001,1878008.0,23000,Petrol,Dealer,Manual,1
4123,Tata Indigo,2012,-71999,1248008.0,120000,Diesel,Individual,Manual,1
4124,Hyundai i10,2012,38001,1413008.0,40000,Petrol,Dealer,Manual,1
4125,Nissan Terrano,2014,398001,1953008.0,27000,Diesel,Dealer,Manual,1
4126,Tata New,2012,148001,1578008.0,65000,Diesel,Dealer,Manual,1
4127,Hyundai EON,2015,43001,1420508.0,32000,Petrol,Dealer,Manual,1
4128,Maruti Swift,2009,-2999,1351508.0,52536,Petrol,Individual,Manual,1
4129,Mahindra Xylo,2011,128001,1548008.0,100000,Diesel,Individual,Manual,2
4130,Maruti Ritz,2009,-51999,1278008.0,80000,Petrol,Individual,Manual,1
4131,Hyundai Creta,2016,726000,2445006.5,90000,Diesel,Individual,Manual,1
4132,Maruti Zen,2003,131999,1158008.0,60000,Petrol,Individual,Manual,3
4133,Hyundai Xcent,2015,197001,1651508.0,55000,Diesel,Dealer,Manual,1
4134,Maruti Swift,2015,148001,1578008.0,90000,Diesel,Individual,Manual,1
4135,Mahindra Scorpio,2006,-76999,1240508.0,50000,Diesel,Individual,Manual,2
4136,Hyundai Santro,2008,-51999,1278008.0,90000,Petrol,Individual,Manual,2
4137,Hyundai EON,2015,48001,1428008.0,25000,Petrol,Individual,Manual,1
4138,Hyundai Verna,2014,473001,2065508.0,61000,Diesel,Dealer,Manual,1
4139,Maruti S-Cross,2018,748001,2478008.0,30000,Diesel,Individual,Manual,1
4140,Maruti Eeco,2018,208000,1668006.5,45000,CNG,Individual,Manual,1
4141,Fiat Linea,2011,23001,1390508.0,60000,Diesel,Individual,Manual,1
4142,Honda Civic,2008,148001,1578008.0,75000,Petrol,Individual,Manual,2
4143,Tata Indica,2005,150888,1129674.5,140000,Petrol,Individual,Manual,3
4144,Chevrolet Sail,2013,88001,1488008.0,56000,Diesel,Dealer,Manual,1
4145,Toyota Camry,2006,108001,1518008.0,62000,Electric,Dealer,Automatic,2
4146,Hyundai Verna,2007,10001,1371008.0,58000,Diesel,Dealer,Manual,2
4147,Skoda Octavia,2013,698001,2403008.0,49000,Diesel,Dealer,Automatic,2
4148,Chevrolet Beat,2011,19001,1384508.0,56000,Diesel,Dealer,Manual,2
4149,Toyota Innova,2013,473001,1665508.0,73000,Diesel,Dealer,Manual,1
